SID,START,END,ELAPSED,CLASS
397029,09/07/2023 10:58:04,09/07/2023 14:58:04,14400,72480 - MATH 90-72480
389983,09/07/2023 10:58:27,09/07/2023 14:58:27,14400,71033 - MATH 90-71033
323170,09/07/2023 11:01:20,09/07/2023 11:37:56,2196,71046 - MATH 90-71046
395292,09/07/2023 11:05:34,09/07/2023 14:00:38,10504,71021 - MATH 80-71021
398945,09/07/2023 11:05:54,09/07/2023 12:27:03,4869,71050 - MATH 90S-71050
398279,09/07/2023 11:17:45,09/07/2023 12:26:49,4144,71046 - MATH 90-71046
368197,09/07/2023 11:36:28,09/07/2023 13:17:25,6057,71044 - MATH 90-71044
397380,09/07/2023 11:56:29,09/07/2023 15:56:29,14400,72486 - MATH 98-72486
396345,09/07/2023 12:46:08,09/07/2023 16:46:08,14400,71023 - MATH 80-71023
380998,09/07/2023 12:56:28,09/07/2023 14:53:08,7000,72485 - MATH 95-72485
13330,09/07/2023 13:06:46,09/07/2023 17:03:00,14174,70955 - MATH 110A-70955
394400,09/07/2023 13:29:18,09/07/2023 15:01:41,5543,71031 - MATH 90-71031
398279,09/07/2023 13:45:11,09/07/2023 14:14:24,1753,71046 - MATH 90-71046
394857,09/07/2023 13:58:57,09/07/2023 17:58:57,14400,71046 - MATH 90-71046
391787,09/07/2023 14:01:39,09/07/2023 16:06:38,7499,70999 - MATH 75-70999
390594,09/07/2023 14:04:05,09/07/2023 14:58:51,3286,70948 - MATH 100A-70948
373496,09/07/2023 14:08:24,09/07/2023 16:57:29,10145,71024 - MATH 80-71024
25504,09/07/2023 14:14:54,09/07/2023 16:59:10,9856,70955 - MATH 110A-70955
323170,09/07/2023 14:35:43,09/07/2023 16:55:16,8373,71046 - MATH 90-71046
390879,09/07/2023 14:36:11,09/07/2023 15:30:21,3250,71039 - MATH 90-71039
371869,09/07/2023 14:41:56,09/07/2023 14:48:39,403,71051 - MATH 95-71051
366007,09/07/2023 15:15:13,09/07/2023 17:08:57,6824,70955 - MATH 110A-70955
190467,09/07/2023 15:41:57,09/07/2023 16:38:26,3389,71052 - MATH 95-71052
399170,09/07/2023 16:13:44,09/07/2023 20:13:44,14400,71024 - MATH 80-71024
366148,09/07/2023 16:16:37,09/07/2023 20:16:37,14400,70949 - MATH 108-70949
208568,09/08/2023 9:25:32,09/08/2023 10:46:10,4838,72480 - MATH 90-72480
397380,09/08/2023 9:47:29,09/08/2023 13:47:29,14400,72486 - MATH 98-72486
395292,09/08/2023 10:03:57,09/08/2023 11:26:49,4972,71021 - MATH 80-71021
180687,09/08/2023 10:52:07,09/08/2023 11:34:58,2571,71023 - MATH 80-71023
371407,09/08/2023 11:01:24,09/08/2023 12:01:28,3604,71024 - MATH 80-71024
335619,09/08/2023 11:10:39,09/08/2023 15:10:39,14400,70954 - MATH 110A-70954
380106,09/08/2023 11:29:15,09/08/2023 13:40:18,7863,71021 - MATH 80-71021
180687,09/08/2023 11:35:07,09/08/2023 15:35:07,14400,71023 - MATH 80-71023
190467,09/08/2023 12:16:16,09/08/2023 14:08:48,6752,71052 - MATH 95-71052
397796,09/08/2023 12:27:17,09/08/2023 16:27:17,14400,71026 - MATH 80S-71026
397632,09/08/2023 12:36:28,09/08/2023 13:46:32,4204,71048 - MATH 90S-71048
395121,09/08/2023 12:38:08,09/08/2023 16:38:08,14400,71044 - MATH 90-71044
368197,09/08/2023 12:40:22,09/08/2023 13:04:18,1436,71044 - MATH 90-71044
370650,09/08/2023 12:40:43,09/08/2023 14:11:31,5448,70960 - MATH 110A-70960
185172,09/08/2023 13:03:10,09/08/2023 17:03:10,14400,72487 - MATH 98-72487
14662,09/11/2023 9:41:06,09/11/2023 11:34:53,6827,70963 - MATH 110B-70963
390346,09/11/2023 10:22:32,09/11/2023 10:51:06,1714,71043 - MATH 90-71043
397380,09/11/2023 10:34:13,09/11/2023 14:34:13,14400,72486 - MATH 98-72486
396151,09/11/2023 10:45:23,09/11/2023 11:28:32,2589,73049 - MATH 90-73049
203037,09/11/2023 10:53:13,09/11/2023 11:03:18,605,71023 - MATH 80-71023
394860,09/11/2023 10:53:55,09/11/2023 12:03:06,4151,71021 - MATH 80-71021
399170,09/11/2023 10:58:36,09/11/2023 14:58:36,14400,71024 - MATH 80-71024
380106,09/11/2023 10:58:52,09/11/2023 12:47:59,6547,71021 - MATH 80-71021
370650,09/11/2023 11:01:23,09/11/2023 11:36:46,2123,70960 - MATH 110A-70960
382037,09/11/2023 11:04:29,09/11/2023 11:45:25,2456,70952 - MATH 110A-70952
371407,09/11/2023 11:10:09,09/11/2023 11:49:49,2380,71024 - MATH 80-71024
379181,09/11/2023 11:10:33,09/11/2023 11:45:38,2105,71016 - MATH 80-71016
206594,09/11/2023 11:18:38,09/11/2023 15:18:38,14400,70957 - MATH 110A-70957
399195,09/11/2023 11:28:11,09/11/2023 11:31:31,200,73049 - MATH 90-73049
395070,09/11/2023 12:22:44,09/11/2023 16:22:44,14400,71057 - MATH 98-71057
368197,09/11/2023 12:25:02,09/11/2023 12:49:09,1447,71044 - MATH 90-71044
395385,09/11/2023 12:37:19,09/11/2023 14:15:14,5875,71044 - MATH 90-71044
390594,09/11/2023 12:48:45,09/11/2023 14:13:57,5112,70948 - MATH 100A-70948
13330,09/11/2023 13:03:12,09/11/2023 14:55:23,6731,70955 - MATH 110A-70955
327349,09/11/2023 13:23:15,09/11/2023 14:44:39,4884,70951 - MATH 110A-70951
372190,09/11/2023 13:26:03,09/11/2023 14:52:14,5171,70951 - MATH 110A-70951
397796,09/11/2023 14:39:55,09/11/2023 18:39:55,14400,71026 - MATH 80S-71026
366007,09/11/2023 15:25:25,09/11/2023 17:05:11,5986,70955 - MATH 110A-70955
399762,09/11/2023 15:46:22,09/11/2023 19:46:22,14400,70994 - MATH 70-70994
190467,09/11/2023 15:46:49,09/11/2023 16:44:19,3450,71052 - MATH 95-71052
193494,09/11/2023 16:11:09,09/11/2023 17:02:06,3057,71043 - MATH 90-71043
393384,09/11/2023 16:12:20,09/11/2023 20:12:20,14400,73040 - MATH 108-73040
372211,09/11/2023 17:01:39,09/11/2023 21:01:39,14400,70948 - MATH 100A-70948
208568,09/12/2023 9:40:39,09/12/2023 10:48:53,4094,72480 - MATH 90-72480
379181,09/12/2023 10:34:22,09/12/2023 11:00:37,1575,71016 - MATH 80-71016
118329,09/12/2023 10:39:23,09/12/2023 11:35:18,3355,73308 - MATH 80-73308
397380,09/12/2023 10:58:45,09/12/2023 14:58:45,14400,72486 - MATH 98-72486
323170,09/12/2023 10:59:19,09/12/2023 12:34:46,5727,71046 - MATH 90-71046
395175,09/12/2023 11:00:17,09/12/2023 12:05:20,3903,71046 - MATH 90-71046
398279,09/12/2023 11:05:50,09/12/2023 11:50:00,2650,71046 - MATH 90-71046
187990,09/12/2023 11:26:07,09/12/2023 13:55:55,8988,70952 - MATH 110A-70952
354266,09/12/2023 11:48:37,09/12/2023 12:51:11,3754,70953 - MATH 110A-70953
373494,09/12/2023 11:53:07,09/12/2023 15:53:07,14400,73188 - MATH 110C-73188
366148,09/12/2023 12:00:14,09/12/2023 16:00:14,14400,70949 - MATH 108-70949
370650,09/12/2023 12:25:30,09/12/2023 16:25:30,14400,70960 - MATH 110A-70960
390730,09/12/2023 12:26:04,09/12/2023 13:47:17,4873,71057 - MATH 98-71057
395085,09/12/2023 12:26:51,09/12/2023 14:01:11,5660,71031 - MATH 90-71031
210660,09/12/2023 12:33:55,09/12/2023 16:33:55,14400,71045 - MATH 90-71045
374004,09/12/2023 12:56:17,09/12/2023 14:09:57,4420,72471 - MATH 80-72471
380106,09/12/2023 12:57:30,09/12/2023 14:48:06,6636,71021 - MATH 80-71021
380891,09/12/2023 13:19:59,09/12/2023 17:19:59,14400,72484 - MATH 95-72484
13330,09/12/2023 13:31:18,09/12/2023 16:36:14,11096,70955 - MATH 110A-70955
384360,09/12/2023 13:40:38,09/12/2023 15:56:22,8144,71023 - MATH 80-71023
382732,09/12/2023 13:41:13,09/12/2023 15:56:39,8126,71023 - MATH 80-71023
379513,09/12/2023 13:43:37,09/12/2023 15:55:50,7933,71023 - MATH 80-71023
45421,09/12/2023 13:44:04,09/12/2023 15:56:02,7918,71023 - MATH 80-71023
388777,09/12/2023 13:49:48,09/12/2023 17:49:48,14400,71044 - MATH 90-71044
354633,09/12/2023 14:33:23,09/12/2023 15:41:12,4069,72480 - MATH 90-72480
334545,09/12/2023 14:36:02,09/12/2023 18:36:02,14400,70955 - MATH 110A-70955
366007,09/12/2023 15:17:11,09/12/2023 16:25:41,4110,70955 - MATH 110A-70955
354266,09/12/2023 15:21:28,09/12/2023 16:42:14,4846,70953 - MATH 110A-70953
354402,09/12/2023 15:21:55,09/12/2023 19:21:55,14400,70953 - MATH 110A-70953
230185,09/12/2023 16:03:55,09/12/2023 20:03:55,14400,71013 - MATH 80-71013
25504,09/12/2023 16:25:23,09/12/2023 16:37:14,711,70955 - MATH 110A-70955
390594,09/12/2023 16:40:19,09/12/2023 16:58:58,1119,70948 - MATH 100A-70948
395121,09/13/2023 9:21:14,09/13/2023 13:21:14,14400,71044 - MATH 90-71044
14662,09/13/2023 9:25:24,09/13/2023 10:58:16,5572,70963 - MATH 110B-70963
13330,09/13/2023 9:31:25,09/13/2023 9:45:36,851,70955 - MATH 110A-70955
190467,09/13/2023 10:07:42,09/13/2023 14:12:45,14703,71052 - MATH 95-71052
21884,09/13/2023 10:16:33,09/13/2023 12:21:57,7524,71918 - MATH 90S-71918
397310,09/13/2023 10:17:14,09/13/2023 14:17:14,14400,71918 - MATH 90S-71918
395400,09/13/2023 10:18:00,09/13/2023 14:18:00,14400,71043 - MATH 90-71043
203037,09/13/2023 10:21:57,09/13/2023 10:56:30,2073,71023 - MATH 80-71023
395292,09/13/2023 10:27:11,09/13/2023 10:57:02,1791,71021 - MATH 80-71021
379513,09/13/2023 10:28:22,09/13/2023 10:56:00,1658,71023 - MATH 80-71023
394860,09/13/2023 10:31:19,09/13/2023 10:55:18,1439,71021 - MATH 80-71021
380891,09/13/2023 10:31:53,09/13/2023 14:31:53,14400,72484 - MATH 95-72484
45421,09/13/2023 10:49:21,09/13/2023 10:56:07,406,71023 - MATH 80-71023
380106,09/13/2023 10:55:38,09/13/2023 13:40:40,9902,71021 - MATH 80-71021
384360,09/13/2023 11:04:14,09/13/2023 11:35:22,1868,71023 - MATH 80-71023
203037,09/13/2023 11:04:57,09/13/2023 11:30:36,1539,71023 - MATH 80-71023
45421,09/13/2023 11:05:12,09/13/2023 11:34:35,1763,71023 - MATH 80-71023
379513,09/13/2023 11:05:26,09/13/2023 11:34:25,1739,71023 - MATH 80-71023
382732,09/13/2023 11:05:52,09/13/2023 11:35:49,1797,71023 - MATH 80-71023
371869,09/13/2023 12:00:40,09/13/2023 14:14:57,8057,71051 - MATH 95-71051
398945,09/13/2023 12:04:51,09/13/2023 13:39:01,5650,71050 - MATH 90S-71050
370650,09/13/2023 12:18:57,09/13/2023 14:55:52,9415,70960 - MATH 110A-70960
371143,09/13/2023 12:59:16,09/13/2023 13:40:17,2461,71056 - MATH 95-71056
397380,09/13/2023 12:59:30,09/13/2023 16:59:30,14400,72486 - MATH 98-72486
399173,09/13/2023 13:09:15,09/13/2023 17:09:15,14400,71021 - MATH 80-71021
25504,09/13/2023 13:31:53,09/13/2023 15:01:54,5401,70955 - MATH 110A-70955
374004,09/13/2023 13:42:24,09/13/2023 17:42:24,14400,72471 - MATH 80-72471
394400,09/13/2023 13:44:11,09/13/2023 15:19:25,5714,71031 - MATH 90-71031
318479,09/13/2023 13:45:24,09/13/2023 17:45:24,14400,70951 - MATH 110A-70951
390879,09/13/2023 14:13:00,09/13/2023 15:18:41,3941,71039 - MATH 90-71039
373496,09/13/2023 14:27:32,09/13/2023 15:11:37,2645,71024 - MATH 80-71024
390346,09/13/2023 14:37:52,09/13/2023 17:05:14,8842,71043 - MATH 90-71043
366007,09/13/2023 14:45:35,09/13/2023 15:58:15,4360,70955 - MATH 110A-70955
354266,09/13/2023 14:58:06,09/13/2023 16:17:44,4778,70953 - MATH 110A-70953
13330,09/13/2023 15:01:06,09/13/2023 16:59:34,7108,70955 - MATH 110A-70955
399762,09/13/2023 15:03:58,09/13/2023 19:03:58,14400,70994 - MATH 70-70994
382037,09/13/2023 15:16:33,09/13/2023 16:57:45,6072,70952 - MATH 110A-70952
390594,09/13/2023 15:17:39,09/13/2023 16:57:35,5996,70948 - MATH 100A-70948
370854,09/13/2023 16:22:59,09/13/2023 16:58:03,2104,73040 - MATH 108-73040
24169,09/14/2023 9:16:34,09/14/2023 10:30:34,4440,71021 - MATH 80-71021
398148,09/14/2023 10:05:18,09/14/2023 10:30:19,1501,72480 - MATH 90-72480
382037,09/14/2023 10:13:02,09/14/2023 11:31:14,4692,70952 - MATH 110A-70952
190467,09/14/2023 10:47:41,09/14/2023 14:47:41,14400,71052 - MATH 95-71052
394400,09/14/2023 10:49:15,09/14/2023 14:49:15,14400,71031 - MATH 90-71031
206594,09/14/2023 10:49:35,09/14/2023 14:49:35,14400,70957 - MATH 110A-70957
398279,09/14/2023 11:10:27,09/14/2023 12:42:58,5551,71046 - MATH 90-71046
397562,09/14/2023 11:52:56,09/14/2023 15:52:56,14400,73040 - MATH 108-73040
397380,09/14/2023 11:54:45,09/14/2023 15:54:45,14400,72486 - MATH 98-72486
373198,09/14/2023 12:01:36,09/14/2023 14:52:14,10238,71053 - MATH 95-71053
397790,09/14/2023 12:08:32,09/14/2023 16:08:32,14400,71046 - MATH 90-71046
374004,09/14/2023 12:33:19,09/14/2023 16:33:19,14400,72471 - MATH 80-72471
13330,09/14/2023 12:47:11,09/14/2023 16:47:11,14400,70955 - MATH 110A-70955
393449,09/14/2023 13:07:50,09/14/2023 14:31:14,5004,72468 - MATH 80-72468
359842,09/14/2023 13:08:30,09/14/2023 14:31:38,4988,72468 - MATH 80-72468
354633,09/14/2023 13:24:19,09/14/2023 15:22:38,7099,72480 - MATH 90-72480
30511,09/14/2023 13:26:06,09/14/2023 15:01:31,5725,72484 - MATH 95-72484
185172,09/14/2023 13:28:52,09/14/2023 14:26:20,3448,72487 - MATH 98-72487
380106,09/14/2023 13:37:05,09/14/2023 17:00:54,12229,71021 - MATH 80-71021
382037,09/14/2023 14:10:05,09/14/2023 16:27:08,8223,70952 - MATH 110A-70952
210660,09/14/2023 14:22:25,09/14/2023 18:22:25,14400,71045 - MATH 90-71045
394400,09/14/2023 14:50:38,09/14/2023 14:50:50,12,71031 - MATH 90-71031
373496,09/14/2023 14:59:13,09/14/2023 16:41:27,6134,71024 - MATH 80-71024
381406,09/14/2023 15:00:31,09/14/2023 19:00:31,14400,71050 - MATH 90S-71050
397332,09/14/2023 15:01:12,09/14/2023 19:01:12,14400,71046 - MATH 90-71046
395175,09/14/2023 15:01:58,09/14/2023 16:17:12,4514,71050 - MATH 90S-71050
30511,09/14/2023 15:08:02,09/14/2023 15:50:19,2537,72484 - MATH 95-72484
390594,09/14/2023 15:14:09,09/14/2023 16:35:38,4889,70948 - MATH 100A-70948
366007,09/14/2023 16:30:49,09/14/2023 17:02:27,1898,70955 - MATH 110A-70955
398305,09/15/2023 8:59:18,09/15/2023 11:19:04,8386,71023 - MATH 80-71023
395121,09/15/2023 9:06:18,09/15/2023 13:06:18,14400,71044 - MATH 90-71044
118329,09/15/2023 9:50:31,09/15/2023 13:50:31,14400,73308 - MATH 80-73308
203037,09/15/2023 9:54:25,09/15/2023 11:39:15,6290,71023 - MATH 80-71023
373496,09/15/2023 10:16:32,09/15/2023 12:06:22,6590,71024 - MATH 80-71024
379513,09/15/2023 10:43:43,09/15/2023 11:38:32,3289,71023 - MATH 80-71023
45421,09/15/2023 10:43:58,09/15/2023 11:38:46,3288,71023 - MATH 80-71023
193494,09/15/2023 10:48:52,09/15/2023 14:01:34,11562,71043 - MATH 90-71043
394400,09/15/2023 10:49:44,09/15/2023 12:25:25,5741,71031 - MATH 90-71031
382732,09/15/2023 10:53:45,09/15/2023 11:38:58,2713,71023 - MATH 80-71023
371407,09/15/2023 11:12:53,09/15/2023 12:05:52,3179,71024 - MATH 80-71024
374004,09/15/2023 12:28:33,09/15/2023 13:17:40,2947,72471 - MATH 80-72471
368197,09/15/2023 12:37:27,09/15/2023 12:59:04,1297,71044 - MATH 90-71044
371869,09/15/2023 12:58:27,09/15/2023 14:03:21,3894,71051 - MATH 95-71051
185172,09/15/2023 13:02:40,09/15/2023 17:02:40,14400,72487 - MATH 98-72487
118329,09/15/2023 13:52:39,09/15/2023 13:53:00,21,73308 - MATH 80-73308
395121,09/18/2023 9:13:11,09/18/2023 13:13:11,14400,71044 - MATH 90-71044
399170,09/18/2023 9:19:27,09/18/2023 13:19:27,14400,71024 - MATH 80-71024
396151,09/18/2023 9:44:19,09/18/2023 11:30:51,6392,73049 - MATH 90-73049
14662,09/18/2023 9:58:05,09/18/2023 13:58:05,14400,70963 - MATH 110B-70963
397310,09/18/2023 10:12:12,09/18/2023 14:12:12,14400,71918 - MATH 90S-71918
203037,09/18/2023 10:27:02,09/18/2023 11:04:42,2260,71023 - MATH 80-71023
136,09/18/2023 10:29:30,09/18/2023 10:30:15,45,72480 - MATH 90-72480
21884,09/18/2023 10:29:42,09/18/2023 13:40:42,11460,71918 - MATH 90S-71918
136,09/18/2023 10:30:36,09/18/2023 12:23:04,6748,72480 - MATH 90-72480
394400,09/18/2023 10:33:00,09/18/2023 13:46:05,11585,71031 - MATH 90-71031
390346,09/18/2023 10:44:09,09/18/2023 10:57:02,773,71043 - MATH 90-71043
345363,09/18/2023 11:03:52,09/18/2023 11:36:59,1987,70952 - MATH 110A-70952
371407,09/18/2023 11:05:07,09/18/2023 11:58:01,3174,71024 - MATH 80-71024
116262,09/18/2023 11:12:22,09/18/2023 15:12:22,14400,73049 - MATH 90-73049
206594,09/18/2023 11:14:21,09/18/2023 15:14:21,14400,70957 - MATH 110A-70957
380106,09/18/2023 11:14:49,09/18/2023 12:19:59,3910,71021 - MATH 80-71021
396639,09/18/2023 11:50:23,09/18/2023 15:50:23,14400,72480 - MATH 90-72480
340650,09/18/2023 12:20:26,09/18/2023 15:16:24,10558,70953 - MATH 110A-70953
396937,09/18/2023 13:08:43,09/18/2023 17:08:43,14400,72460 - MATH 75-72460
397562,09/18/2023 13:17:51,09/18/2023 16:20:45,10974,73040 - MATH 108-73040
395292,09/18/2023 13:18:11,09/18/2023 13:55:29,2238,71021 - MATH 80-71021
327349,09/18/2023 13:24:14,09/18/2023 15:55:07,9053,70951 - MATH 110A-70951
394400,09/18/2023 13:46:19,09/18/2023 14:16:41,1822,71031 - MATH 90-71031
25504,09/18/2023 14:04:08,09/18/2023 14:31:04,1616,70955 - MATH 110A-70955
399762,09/18/2023 14:49:26,09/18/2023 18:49:26,14400,70994 - MATH 70-70994
136,09/18/2023 14:55:59,09/18/2023 16:51:41,6942,72480 - MATH 90-72480
390346,09/18/2023 15:17:40,09/18/2023 17:06:04,6504,71043 - MATH 90-71043
366007,09/18/2023 15:23:03,09/18/2023 16:41:25,4702,70955 - MATH 110A-70955
370683,09/18/2023 15:52:01,09/18/2023 19:52:01,14400,71044 - MATH 90-71044
344898,09/18/2023 16:29:40,09/18/2023 20:29:40,14400,72484 - MATH 95-72484
195059,09/18/2023 16:32:00,09/18/2023 20:32:00,14400,71032 - MATH 90-71032
398148,09/19/2023 9:27:48,09/19/2023 10:31:03,3795,72480 - MATH 90-72480
187990,09/19/2023 10:20:33,09/19/2023 12:11:42,6669,70952 - MATH 110A-70952
380106,09/19/2023 10:57:18,09/19/2023 14:23:24,12366,71021 - MATH 80-71021
397149,09/19/2023 11:04:50,09/19/2023 12:33:43,5333,71033 - MATH 90-71033
398730,09/19/2023 11:21:17,09/19/2023 15:21:17,14400,71031 - MATH 90-71031
399173,09/19/2023 11:38:47,09/19/2023 15:38:47,14400,71021 - MATH 80-71021
395292,09/19/2023 12:05:32,09/19/2023 13:55:13,6581,71021 - MATH 80-71021
329367,09/19/2023 12:16:36,09/19/2023 12:57:35,2459,71028 - MATH 80S-71028
379513,09/19/2023 12:17:31,09/19/2023 14:37:12,8381,71023 - MATH 80-71023
395626,09/19/2023 12:19:43,09/19/2023 12:53:13,2010,70995 - MATH 70-70995
340650,09/19/2023 12:30:09,09/19/2023 14:04:09,5640,70953 - MATH 110A-70953
382732,09/19/2023 12:32:29,09/19/2023 15:52:17,11988,71023 - MATH 80-71023
332196,09/19/2023 12:34:14,09/19/2023 16:34:14,14400,71021 - MATH 80-71021
372211,09/19/2023 12:42:22,09/19/2023 16:42:22,14400,70948 - MATH 100A-70948
368197,09/19/2023 13:01:29,09/19/2023 13:12:24,655,71044 - MATH 90-71044
373496,09/19/2023 13:13:38,09/19/2023 13:51:38,2280,71024 - MATH 80-71024
384360,09/19/2023 13:34:14,09/19/2023 15:52:22,8288,71023 - MATH 80-71023
45421,09/19/2023 13:34:26,09/19/2023 15:52:03,8257,71023 - MATH 80-71023
344898,09/19/2023 14:02:41,09/19/2023 18:02:41,14400,72484 - MATH 95-72484
390594,09/19/2023 14:31:15,09/19/2023 18:31:15,14400,70948 - MATH 100A-70948
395070,09/19/2023 14:35:22,09/19/2023 18:35:22,14400,71057 - MATH 98-71057
334545,09/19/2023 14:37:57,09/19/2023 18:37:57,14400,70955 - MATH 110A-70955
136,09/19/2023 14:48:13,09/19/2023 18:48:13,14400,72480 - MATH 90-72480
397029,09/19/2023 15:20:08,09/19/2023 19:20:08,14400,72480 - MATH 90-72480
366007,09/19/2023 15:27:42,09/19/2023 17:06:05,5903,70955 - MATH 110A-70955
371869,09/19/2023 15:32:09,09/19/2023 15:56:13,1444,71051 - MATH 95-71051
30511,09/19/2023 15:38:26,09/19/2023 19:38:26,14400,72484 - MATH 95-72484
13330,09/19/2023 15:41:50,09/19/2023 19:41:50,14400,70955 - MATH 110A-70955
25504,09/19/2023 17:01:50,09/19/2023 21:01:50,14400,70955 - MATH 110A-70955
395121,09/20/2023 9:02:49,09/20/2023 13:02:49,14400,71044 - MATH 90-71044
395292,09/20/2023 9:14:16,09/20/2023 11:31:08,8212,71021 - MATH 80-71021
327349,09/20/2023 9:22:29,09/20/2023 11:03:49,6080,70951 - MATH 110A-70951
371407,09/20/2023 9:33:12,09/20/2023 10:00:22,1630,71024 - MATH 80-71024
397310,09/20/2023 10:12:45,09/20/2023 14:12:45,14400,71918 - MATH 90S-71918
396671,09/20/2023 10:13:14,09/20/2023 14:13:14,14400,71043 - MATH 90-71043
390730,09/20/2023 10:27:03,09/20/2023 14:27:03,14400,71057 - MATH 98-71057
21884,09/20/2023 10:29:57,09/20/2023 14:16:26,13589,71918 - MATH 90S-71918
399170,09/20/2023 10:31:04,09/20/2023 12:06:26,5722,71024 - MATH 80-71024
390879,09/20/2023 10:39:04,09/20/2023 11:58:44,4780,71039 - MATH 90-71039
380106,09/20/2023 10:52:02,09/20/2023 12:30:01,5879,71021 - MATH 80-71021
118329,09/20/2023 11:42:39,09/20/2023 15:28:48,13569,73308 - MATH 80-73308
371407,09/20/2023 12:04:28,09/20/2023 12:04:40,12,71024 - MATH 80-71024
399170,09/20/2023 12:06:59,09/20/2023 16:06:59,14400,71024 - MATH 80-71024
323170,09/20/2023 12:19:42,09/20/2023 12:46:46,1624,71046 - MATH 90-71046
368197,09/20/2023 12:31:14,09/20/2023 14:18:53,6459,71044 - MATH 90-71044
399173,09/20/2023 12:44:34,09/20/2023 16:44:34,14400,71021 - MATH 80-71021
13330,09/20/2023 13:01:10,09/20/2023 13:14:14,784,70955 - MATH 110A-70955
399762,09/20/2023 13:25:39,09/20/2023 17:25:39,14400,70994 - MATH 70-70994
374004,09/20/2023 13:50:20,09/20/2023 17:50:20,14400,72471 - MATH 80-72471
366007,09/20/2023 14:34:23,09/20/2023 17:04:11,8988,70955 - MATH 110A-70955
395793,09/20/2023 14:58:50,09/20/2023 15:27:15,1705,71052 - MATH 95-71052
399170,09/20/2023 16:19:42,09/20/2023 20:19:42,14400,71029 - MATH 80S-71029
398148,09/21/2023 9:22:18,09/21/2023 10:33:59,4301,72480 - MATH 90-72480
380106,09/21/2023 9:41:36,09/21/2023 13:41:36,14400,71021 - MATH 80-71021
206594,09/21/2023 10:37:08,09/21/2023 14:37:08,14400,70957 - MATH 110A-70957
380961,09/21/2023 11:00:05,09/21/2023 12:23:50,5025,71050 - MATH 90S-71050
398279,09/21/2023 11:01:07,09/21/2023 11:56:12,3305,71046 - MATH 90-71046
398945,09/21/2023 11:20:04,09/21/2023 11:50:52,1848,71050 - MATH 90S-71050
398730,09/21/2023 11:35:09,09/21/2023 15:35:09,14400,71051 - MATH 95-71051
368197,09/21/2023 11:52:29,09/21/2023 12:02:11,582,71044 - MATH 90-71044
397562,09/21/2023 11:59:49,09/21/2023 12:49:45,2996,73040 - MATH 108-73040
329367,09/21/2023 12:13:05,09/21/2023 12:49:33,2188,71028 - MATH 80S-71028
399154,09/21/2023 12:56:04,09/21/2023 16:56:04,14400,71051 - MATH 95-71051
203037,09/21/2023 13:02:04,09/21/2023 14:50:35,6511,71023 - MATH 80-71023
370650,09/21/2023 13:04:29,09/21/2023 16:32:19,12470,70960 - MATH 110A-70960
382732,09/21/2023 13:06:37,09/21/2023 14:50:53,6256,71023 - MATH 80-71023
374004,09/21/2023 13:08:31,09/21/2023 17:08:31,14400,72471 - MATH 80-72471
185172,09/21/2023 13:18:28,09/21/2023 14:13:08,3280,72487 - MATH 98-72487
354633,09/21/2023 13:25:34,09/21/2023 15:16:28,6654,72480 - MATH 90-72480
373496,09/21/2023 13:43:42,09/21/2023 15:57:11,8009,71024 - MATH 80-71024
397380,09/21/2023 13:50:48,09/21/2023 16:09:35,8327,72486 - MATH 98-72486
380891,09/21/2023 13:54:19,09/21/2023 17:54:19,14400,72484 - MATH 95-72484
30511,09/21/2023 14:07:43,09/21/2023 18:07:43,14400,72484 - MATH 95-72484
13330,09/21/2023 14:37:44,09/21/2023 18:37:44,14400,70955 - MATH 110A-70955
334545,09/21/2023 14:38:11,09/21/2023 18:38:11,14400,70955 - MATH 110A-70955
397029,09/21/2023 14:52:33,09/21/2023 18:52:33,14400,72480 - MATH 90-72480
395527,09/21/2023 15:47:36,09/21/2023 19:47:36,14400,73048 - MATH 80S-73048
366007,09/21/2023 15:47:47,09/21/2023 17:04:32,4605,70955 - MATH 110A-70955
380106,09/21/2023 17:00:16,09/21/2023 21:00:16,14400,71021 - MATH 80-71021
13330,09/22/2023 8:53:25,09/22/2023 10:15:14,4909,70955 - MATH 110A-70955
332196,09/22/2023 10:22:23,09/22/2023 14:22:23,14400,71021 - MATH 80-71021
380106,09/22/2023 10:22:41,09/22/2023 12:31:32,7731,71021 - MATH 80-71021
395292,09/22/2023 10:22:53,09/22/2023 11:23:06,3613,71021 - MATH 80-71021
118329,09/22/2023 10:32:20,09/22/2023 13:09:23,9423,73308 - MATH 80-73308
371869,09/22/2023 10:52:51,09/22/2023 14:21:20,12509,71051 - MATH 95-71051
371407,09/22/2023 10:57:54,09/22/2023 11:55:58,3484,71024 - MATH 80-71024
370650,09/22/2023 10:58:16,09/22/2023 13:06:08,7672,70960 - MATH 110A-70960
329367,09/22/2023 11:02:55,09/22/2023 11:34:10,1875,71028 - MATH 80S-71028
394400,09/22/2023 11:05:41,09/22/2023 15:05:41,14400,71051 - MATH 95-71051
397796,09/22/2023 12:14:00,09/22/2023 16:14:00,14400,71026 - MATH 80S-71026
359842,09/22/2023 12:15:16,09/22/2023 12:45:11,1795,72468 - MATH 80-72468
13330,09/22/2023 12:32:59,09/22/2023 14:04:41,5502,70955 - MATH 110A-70955
397380,09/22/2023 12:50:43,09/22/2023 16:50:43,14400,72486 - MATH 98-72486
395121,09/22/2023 13:05:06,09/22/2023 17:05:06,14400,71044 - MATH 90-71044
